,board,value
1643,8/6Q1/8/8/N2K4/7k/8/8,-1
1644,7N/2b2k2/5r2/P4pP1/3P1P2/1r1PB1K1/b7/8,1
1645,8/4k3/5r2/pr6/7p/7K/7p/8,1
1646,1rbqkb2/pp2n3/nr1p4/1Pp1ppp1/4PP1p/P1PP4/3BK1PP/RN2QBNR,-1
1647,1r6/p1k5/n6p/1pP1R3/PP1Q3P/5P2/N1P5/1R3K1B,-1
1648,2b3k1/R2p2p1/1p4n1/3rp1B1/1PPp2P1/1B6/3Q1r1P/1N1K3R,-1
1649,6K1/8/5r2/N7/1P6/p4R2/3k4/6b1,1
1650,8/8/8/6n1/5p2/8/1K6/6k1,1
1651,4k2n/8/8/3R4/1p6/7B/RK6/4r3,-1
1652,6K1/3r2p1/2N3q1/8/p2p4/P3k2r/nB6/3Rb3,1
1653,8/1n3p2/5P2/8/3k2p1/1b6/1K3b2/8,1
1654,1n2k2r/1pp3p1/r6p/p3P3/Pb5N/BP2P2b/2PQ3P/1R2Kn1R,1
1655,2r1B1nr/4b3/n3k1b1/1PPq1N2/p1PppP1Q/N2PP3/1B2R1PP/5K1R,1
1656,r1bqkb1r/1ppppppp/2n5/p7/4P2P/1P1P2PR/P1P2n2/RNBQKBN1,-1
1657,rnbqkb2/ppp1p1p1/2r5/2Pp1p1p/1P4n1/5P2/PB1PP1PP/RN1QKBNR,-1
1658,3r1b1r/3P1k1p/7n/1Np3pP/1P3pP1/4PB2/P2P4/1RB1KbNR,-1
1659,r1b5/ppq1nk2/P2p3b/1rp1ppp1/4PP1p/P1PPBK1N/3Q2PP/RN3B1R,-1
1660,4q2k/6b1/7p/8/8/5K2/1b6/8,-1
1661,rn2k2r/1pp2p2/7p/p7/b1P1pK2/8/1P6/6R1,-1
1662,8/4kq2/rPB4p/7P/5pp1/p1b3P1/6KR/b7,-1
1663,r2qkb2/P3p1nr/BN4p1/2R1p3/1nbp2pP/B2P1PN1/Q1P3R1/4K3,1
1664,4K3/8/P7/8/8/3b4/2r5/1k6,1
1665,1n1qk2r/1pp3p1/r6p/p3P3/Pb5N/BP2P2b/2PP3P/1R1QKn1R,1
1666,8/2K1k3/4b2p/7n/8/p7/8/8,-1
1667,N3k3/2R1ppB1/7n/1P6/7p/8/2PPPPPP/1N1QKB1R,1
1668,8/5r2/3p3b/pp1RnP2/8/P7/1K3k2/7n,-1
1669,8/5r2/3p3b/pp1R1P2/8/PK3n2/5k2/7n,-1
1670,3n1k2/8/8/r1RP3P/1pn5/7P/1RK1Br2/8,-1
1671,8/7P/P3k3/6p1/6P1/2bn4/2K5/8,-1
1672,3r1bnr/3Pk2p/3Q4/1Np3pP/1P3pPR/3bPB2/P2P4/R1B1K1N1,-1
1673,1r4n1/Q3Pk2/3p4/3q1Pp1/2p4p/r2P3N/2R1K1PP/bN3BBR,-1
1674,8/2n5/7k/2p5/8/1p1r4/8/5K2,1
1675,6k1/p6r/1pb2p2/1P1P4/2p2n2/b4K2/8/1R6,-1
1676,3q2n1/5kr1/np1pb3/p2P1Bpp/1pP1P2P/P4pKQ/4N2R/RN4B1,-1
1677,8/8/3k4/1K6/N7/7p/2B4P/8,-1
1678,8/8/2p1B2b/8/6rp/4kp1P/8/K2n4,1
1679,8/8/K7/8/1k6/8/5R2/8,1
1680,rnbqkbnr/p1p1p3/3p3p/1p3pp1/NP6/B2P3P/P1P1PPP1/R2QKBNR,-1
1681,2kq4/rN6/p4ppr/2p1P2p/p1PNb2P/P1n1PPn1/1P1K2P1/2R2B1R,1
1682,7q/2n3k1/R2n2B1/4p3/4QB2/2pK1p2/4N3/5R1r,1
1683,8/8/8/p6r/4k3/8/K7/8,1
1684,1n2k1b1/rpprb1p1/2q5/1Q3P2/1P1BNp1p/3P4/P1RKPP1P/5B1R,1
1685,4n3/6k1/8/1bp1R1P1/1r3NP1/8/3pK3/8,-1
1686,7k/B7/2P1P1P1/3Q4/p1pP2n1/P5K1/3br3/1R6,-1
1687,8/1k4b1/8/5nK1/6P1/8/8/8,-1
1688,2r3k1/3R4/2B2p2/1p1p4/3nn3/2p2b2/2b4K/8,-1
1689,7k/8/8/8/8/8/2p1K3/8,-1
1690,8/4k3/5r2/p7/1r5p/7K/1B5p/8,1
1691,8/1k5B/8/B1n3b1/3R4/2K3Pp/3R3P/8,-1
1692,8/8/5n2/4B3/p5R1/8/8/4k2K,-1
1693,8/3r4/8/8/1k3K2/8/8/8,1
1694,2r5/1R6/4Bp1k/1pn5/3n2b1/2p5/2b4K/8,-1
1695,3r4/8/R4pk1/1p6/7K/3n1b2/2p5/6n1,-1
1696,r2qkbnr/2p1pppp/n7/pP6/2Pp4/1P2PQ1b/3P1PPP/RNB1KBNR,1
1697,K7/8/6R1/8/8/8/3k4/8,1
1698,4R3/8/8/8/2K5/8/1k6/8,1
1699,rn2qb1r/2p1p3/p2p1nkp/1pP2pP1/1P3P2/B2P2PN/PNbQPK2/1R3B1R,-1
1700,5K2/8/2k5/6r1/7b/8/8/7b,1
1701,5k2/1K6/1R5P/7B/8/7p/7P/8,-1
1702,7b/r7/2Pp3P/pp1p1P2/1P2Rk2/4q3/P1K3p1/6Nn,-1
1703,8/6P1/5p2/n5k1/8/6p1/4K3/8,1
1704,8/8/8/4K2P/N7/8/8/7k,-1
1705,R6b/4Pk2/8/3P4/pP6/2p3K1/8/8,-1
1706,4q1k1/6b1/7p/8/8/5K2/1b6/8,-1
1707,8/8/8/p6k/2r5/7K/8/1r6,1
1708,7K/8/6r1/8/1PN5/p1R3b1/5k2/8,1
1709,8/8/6k1/8/5P2/3Q4/PP4K1/8,-1
1710,8/8/3R4/1K6/8/8/8/4k3,1
1711,rnbqkb1r/2pppp1p/8/pp4pQ/4P2P/1P1P2PR/P1PB1n2/RN2KBN1,-1
1712,8/8/4R3/7P/p1P2k2/p4PnK/8/7B,-1
1713,3k4/8/8/4n2R/1p5P/6r1/K1R3B1/8,-1
1714,8/8/4K3/8/8/r2k4/1R6/8,1
1715,2k5/1rB5/8/8/8/5p2/3K4/4N3,1
1716,r2nqr2/3k4/1P1pp2p/5p1P/2p1PNp1/pPb3P1/P4KB1/R6R,-1
1717,8/1K5k/2r1b2p/p2n4/8/8/8/8,-1
1718,8/6k1/2r5/8/8/8/1K6/8,1
1719,rn1qkb1r/2p1p2p/b2p1p2/Bp4p1/p3P2P/NP1P1QP1/P1P2n1R/R3KBN1,-1
1720,2b2bn1/rp1pq3/p1n2kpr/3Pp2p/1pP1PBpP/4KP2/P2Q4/RN3BNR,-1
1721,8/8/8/4k3/5PK1/8/PPP5/8,-1
1722,7b/8/P2k3P/6p1/6P1/8/1nK5/8,-1
1723,1n1qk2r/1pp3p1/r6p/p3Pb2/Pb5N/1P2P2B/2PP3P/R1BQKn1R,1
1724,7K/8/5r2/8/1PN5/p5R1/5k2/8,1
1725,2nqr2k/B2p4/8/1prb2P1/N2R3P/4Q3/2P5/5K1n,1
1726,8/6k1/n6p/p7/8/1b6/1Pr5/3K4,-1
1727,rn1qkb2/p1p1p2r/3pb1pn/1p2p3/P5pP/3Q4/1PPP1P2/RNB1KBNR,1
1728,2r4r/6p1/1q2p2k/3p3P/p4K2/P2p4/NRN2b2/2B1QR2,1
1729,8/8/5Kp1/N7/1P1r4/p7/4k3/2R1b3,1
1730,3kr3/8/8/8/7K/8/8/8,1
1731,2K1k2N/1B6/8/8/8/7p/7P/8,-1
1732,2k5/p7/4n2p/2P5/p3r2P/2P2P1R/NQ5K/1R5B,-1
1733,r1b3Br/pk1p4/1p3p2/1Pp1b2P/1nP3Kp/B1N5/P5R1/4R3,-1
1734,kb6/8/8/B1r3N1/5p2/4Q3/2b3K1/8,1
1735,8/6k1/4R3/8/8/8/5K2/8,-1
1736,r1bqkr2/2R1p2n/6p1/pPb2p1P/3pN2P/3PPP2/1PP4R/2BQKB2,1
1737,3n1b2/4pk1r/b1PB2p1/1pN2pP1/2P2P1P/8/R3K1p1/1r3RN1,-1
1738,rnb1k2r/2ppnppp/Bp2p3/8/4P1Pq/bPP4N/2QP1P1P/RNB1K2R,-1
1739,qr3Nk1/4r3/5p2/1pbp1b1R/Rp1PP1p1/1nP5/1n3KB1/8,-1
1740,r1b2knr/p1pp1B2/4pb1p/1p4p1/1P4N1/B1qPPPP1/P1n2K1P/RNQ3R1,1
1741,8/8/8/2k5/1n3K2/8/8/6n1,1
1742,rn1qkb2/ppp2pp1/Qn2b2r/3pp3/1PP2N1p/B2P4/P2NPPPP/R3KB1R,1
1743,kb6/8/8/B5N1/5p2/2rbQ3/8/6K1,1
1744,1nbqkbnr/2pppppp/r7/pp6/1P6/P1P4P/1BQPPPP1/RN2KBNR,1
1745,rnbqkb1r/1ppppppp/8/p7/4P2P/1P1P2PR/P1P2n2/RNBQKBN1,-1
1746,8/4k3/rP5p/1q6/5Pp1/p1b2B2/6KR/b7,-1
1747,8/1k5B/8/B5b1/3Rn3/2K3Pp/3R3P/8,-1
1748,8/R7/3k3r/6pr/p6P/PB3P2/2b3R1/6K1,1
1749,rn2k2r/ppp2ppp/7n/3bp3/P7/7K/1PP5/6R1,-1
1750,r1b1kb1r/pppp1ppp/n3p3/6qn/6P1/N2P1P2/PPPKP2P/R1BQ1BNR,-1
1751,8/1k6/7K/8/8/8/5r2/4N3,1
1752,2r1r1k1/B1qpn3/2P3b1/1p6/N2R2PP/5Qn1/2P2K2/7B,1
1753,rnq2bbr/2p1p3/p2p2kp/1pP2ppn/1P3P1P/B2P1K1N/PN2P1P1/R2Q1B1R,-1
1754,3N1br1/3k3p/4r2n/2pb2pP/PP3RP1/4p2N/3PB3/BR2K3,-1
1755,3Q4/4n3/1P4k1/4PN1p/2p1P1p1/2P4P/4R3/2R1K3,1
1756,3qr1k1/rbppn1bN/8/1pBR4/N2P2P1/6nP/1RP5/3Q2KB,1
1757,3r1bnr/3P1k1p/3Q4/1Np3pP/1P3pPR/3bPB2/P2P4/R1B1K1N1,-1
1758,K7/4R3/8/7k/8/8/8/8,1
1759,1nb2bn1/r1qp1k2/1p4pB/p2P3p/1pP1P2P/P4pQ1/4NK1R/RN3B2,-1
1760,3krB2/p2N2r1/n6p/1pp5/PP6/3P1P2/N1P1QKBP/R3R3,-1
1761,2r1kr2/4p3/p3P2P/q1pp1p1p/1BR3PP/N1P5/RPK5/8,-1
1762,8/4Q1k1/8/8/5P2/8/PP4K1/8,-1
1763,rn2kbnr/ppp2ppp/8/4p3/2b5/P7/1PPB4/R5K1,-1
1764,5k1r/p4pp1/1qbbpn2/3P2Q1/2B4p/2N2N1P/PPP2PP1/R1B1K2R,1
1765,8/7k/n6p/p7/1r3K2/8/8/3b4,-1
1766,8/8/P1k5/1n4pP/3b2P1/8/2K5/R7,-1
1767,8/8/4kRr1/p7/3Br2p/7K/7p/8,1
1768,2r1k2r/p2b3p/npp3p1/2b1Np1P/2Q5/2BPPP2/PPP3BP/R4KNR,-1
1769,3b1k2/6r1/p7/8/4P1pp/3R4/6KP/Br4Q1,1
1770,6kN/3K4/8/8/8/5B1p/7P/8,-1
1771,8/1kr5/6p1/2P2b1r/pp5P/P4Pq1/4B1PR/3R1K2,1
1772,1r3Nk1/1q2r3/3b1p2/1p1p1b2/Rp1PP1pR/1nP5/1n3KB1/8,-1
1773,8/8/3n3R/4k2P/p1P5/p4P2/1r4K1/2R4B,-1
1774,6k1/8/8/8/8/8/2r5/2K5,1
1775,rnbqkb2/ppp1p1p1/7r/2Pp1p1p/1P4n1/5P2/PB1PP1PP/RN1QKBNR,-1
1776,r2qkbb1/P3p1n1/B5p1/2Rpp2r/6pP/B1Q2P2/n1PP3R/1N2K1N1,1
1777,1r1nqr2/3k4/1P1pp2p/5P1P/1b3Np1/p5P1/p4KBR/3R4,-1
1778,8/5k2/5n2/5p2/8/K7/8/8,1
1779,1k5N/8/P5P1/3P1p2/8/1rr1B1b1/2b5/7K,1
1780,8/8/8/3KQ3/N5k1/8/8/8,-1
1781,8/K7/8/8/8/k7/8/4R3,1
1782,2bqk2r/r7/p1Np1pp1/2B1P2p/p1P4P/P4Pn1/nP2P1PR/1R2KBN1,1
1783,8/3K4/P7/5b2/8/8/2r5/1k6,1
1784,rnbqkb1r/pppppppp/7n/8/8/6P1/PPPPPP1P/RNBQKBNR,-1
1785,8/3K4/8/2k5/6rb/8/7p/8,1
1786,1k6/8/6K1/3n4/8/8/8/7Q,-1
1787,r1bq1bnr/pppkppp1/3p4/7p/P3N1PP/R4N2/1PPPPP2/2BQKB1R,1
1788,8/8/8/p7/4k2r/8/K7/8,1
1789,3n1k2/5N2/B6n/2RPpr2/1p3P1p/1K4P1/rR5P/8,-1
1790,8/5r2/8/p7/8/5k2/2K5/8,1
1791,8/kQ6/n7/6K1/8/8/8/8,-1
1792,2k5/7R/8/8/8/8/4K3/8,-1
1793,8/6Q1/8/8/N2K4/8/7k/8,-1
1794,8/3r4/8/1k6/3K4/8/8/8,1
1795,rn1qkb1r/1bp1p2p/3p1p2/Bp4p1/p3P2P/NP1P1QPN/P1P5/R3KB1R,-1
1796,2k5/4K3/2r5/8/8/6b1/8/7b,1
1797,1rq2b2/5kpr/1n2p3/p1Qppn1p/1p1P2PP/Pb3R2/NB1NBP2/3RK3,1
1798,4k2N/2b5/5r2/P2P1pP1/5P2/3PB1K1/br6/8,1
1799,8/8/7P/2p5/6k1/8/8/6K1,-1
1800,8/1B3b2/8/3r4/6P1/P1k5/5K2/8,1
1801,r1bqkb1r/1pp1p1p1/p6n/3p1pNP/P3N2P/R4P2/1PPPP3/2BQKB1R,1
1802,r2qkbnr/8/n7/pPp1pppp/1PPp4/N2BPQ1b/R2PNPPP/2B2K1R,1
1803,5k2/Rb1p2p1/1p4n1/3rp1B1/1PP3P1/NB1p4/3K3P/1rR5,-1
1804,6k1/8/8/2pn4/5r2/8/3K4/8,1
1805,5B2/2nk4/2r5/7R/2RK4/n2q4/2p1p3/8,1
1806,1q6/5b2/3r3k/1p2Kp2/8/8/8/5nn1,-1
1807,8/4k3/5p1n/3R3K/rp6/8/8/b7,-1
1808,rnbqkbnr/ppppp1pp/8/5p2/8/5P1N/PPPPP1PP/RNBQKB1R,-1
1809,n7/3k4/3B4/8/2R5/n7/2p2Kn1/8,1
1810,8/K7/8/8/k7/8/7R/8,1
1811,7r/3kb3/8/1nB3N1/2B4p/1R5p/4K1PP/6R1,-1
1812,8/8/8/7k/8/8/8/4R1K1,-1
1813,8/5p2/4bPkb/n7/8/6p1/2K5/8,1
1814,4q2k/8/3b3p/8/3b2K1/8/8/8,-1
1815,3k4/8/8/8/6K1/Nr2B3/8/8,1
1816,4n1q1/1Qn3k1/6Br/4p3/5B2/R1pK1p2/4NR2/8,1
1817,K6k/8/8/8/8/8/8/2R5,1
1818,8/8/3K4/p7/P7/b1k5/8/8,-1
1819,5k1r/p2b1pp1/1q1bpn2/6Q1/2BP3p/2N2N2/PPP2PPP/R1B1K2R,1
1820,rn1qk3/p1p1p1b1/bp2r3/2Pp1p1p/1P2P1nP/N4P2/P2PQ1P1/2R1KBNR,-1
1821,8/8/1k3K2/8/8/8/1r6/8,1
1822,8/1k2r3/6pr/5b2/ppP2q1P/P4P2/4B1P1/3RKn1R,1
1823,rn2k2r/1ppb1p2/7p/p7/P3pK2/8/1PP5/2R5,-1
1824,8/2P2k2/8/8/5P2/8/PP4K1/8,-1
1825,4k1nr/ppp1b3/4Q3/5KB1/8/2N4p/PPP2PPP/R5NR,-1
1826,8/5pb1/5Pk1/n7/4K3/6p1/8/8,1
1827,r5k1/R7/2B2p2/1pnp4/3n4/2p5/b7/5bK1,-1
1828,7k/8/8/1np5/6K1/8/1p6/4r3,1
1829,8/4k1b1/7p/8/1b4K1/8/8/q7,-1
1830,6N1/2Q3k1/1P6/4P2p/2p1P3/2P1R1pP/8/2R1K3,1
1831,1b6/1k6/6b1/B4rN1/5p2/8/6K1/8,1
1832,8/1K6/8/8/7P/7k/4N3/8,-1
1833,2kb4/1n6/3R2B1/6N1/1B5p/3KrR2/6PP/8,-1
1834,1R6/8/7P/3n4/p7/6k1/8/7K,-1
1835,1rq2b2/5kpr/1n2p2n/p1Qppb1p/1p1P2PP/PR6/1B1NBP2/2NRK3,1
1836,1b1k3N/1b2r3/P5P1/5p2/3P1P2/B4r2/6K1/8,1
1837,rn1qk3/p1p1p1b1/Qp2r3/2Pp1p1p/1P2P2P/N4P2/P2P1nP1/2R1KBNR,-1
1838,6k1/8/4r3/8/2K5/3n4/8/8,1
1839,5B2/7N/P2n3p/7P/1k4P1/4b3/8/5KR1,-1
1840,b5k1/r4p2/R3pPp1/p7/3np1P1/P1Pp3P/5K2/7q,1
1841,8/3k4/5P1p/2B5/8/q7/p2b3K/b7,-1
1842,3n4/8/8/8/8/5p2/8/2K1k3,1
1843,1r3kB1/p7/1pb2p2/1PpP4/8/b6K/8/2nR4,-1
1844,8/5k2/b3R1R1/1Pr2pP1/5p1p/8/5K2/6N1,-1
1845,2R5/5p2/1N3k1B/1P2p3/8/7P/2PPPP1P/1N1QKB1R,1
1846,5k2/8/8/8/8/5K2/8/4R3,-1
1847,1b2k2N/6r1/6P1/P2P1p2/1B3P2/3P2K1/b3r3/8,1
1848,6K1/8/5r2/8/1PN5/p3R1b1/5k2/8,1
1849,1k6/6n1/4b2p/1K6/8/p7/8/8,-1
1850,8/8/8/6k1/8/5p2/8/5K2,-1
1851,7R/8/8/B7/8/8/1q1n4/4k1K1,-1
1852,7k/8/8/8/8/r7/8/1K6,1
1853,1rbqkbn1/pp1ppp2/n6r/1Pp3p1/7p/P1PP1P2/4PKPP/RNB1QBNR,-1
1854,3k1B2/p2N2r1/n3r2p/1pp5/PP6/3PQP2/N1P1K1BP/R3R3,-1
1855,8/2K2k2/2R5/p7/P7/8/8/6b1,-1
1856,7r/7N/2k2n1p/7P/Pb3NP1/4R3/4B1K1/2B5,-1
1857,3n1b2/rb2p3/2P1k1p1/1p3pPr/5PpP/PrNQ4/R1P1K3/2B2RN1,-1
1858,1nb2bn1/rp1pq3/p4kpr/3Pp2p/1pP1PBpP/4KP2/P2Q4/RN3BNR,-1
1859,7k/r7/8/8/8/2K5/8/8,1
1860,rnbqkbnr/ppppp1pp/8/5p2/8/3P3P/PPP1PPP1/RNBQKBNR,-1
1861,8/5p2/3k1P2/1bn5/6p1/4p3/8/K7,1
1862,2bqkb1r/2p1p3/Ppnp1Bp1/7p/5p2/3P4/2K1P1PP/RQ3BNn,1
1863,8/8/8/1k1K4/8/8/5r2/8,1
1864,2bq3r/r2k4/p4pp1/N1p1P2p/p1P4P/P4Pn1/nP2P1P1/2R1KBNR,1
1865,8/n4r2/7k/2p5/1p6/8/6K1/8,1
1866,2k5/r7/p4ppr/N1pqPn1p/p1PNb2P/PP2PP2/4n1P1/2R1KB1R,1
1867,8/p2r2Q1/n1k4p/1pP5/PP5P/5P2/N1P5/1R2RK1B,-1
1868,rnbqkbnr/1pppppp1/p7/7p/1P1P4/5P2/P1P1P1PP/RNBQKBNR,-1
1869,2n1r3/4k3/1B1QNb2/8/2p4p/7p/6PP/1R1K1BR1,-1
1870,5n2/8/8/6k1/8/5p2/8/K7,1
1871,rnbqkbnr/pppppp2/8/6p1/1P5p/P1P2P2/3PP1PP/RNBQKBNR,-1
1872,8/2b5/P7/2K5/8/2k5/8/8,-1
1873,k7/2b2NP1/PB6/2rP4/5p2/1r6/2b5/6K1,1
1874,R5nk/1r2b3/pp3p2/7K/2p5/8/8/8,-1
1875,6r1/p1k5/2n4p/2P5/p6P/2P2PR1/N2Q4/1R4KB,-1
1876,2r5/8/2Rp1P2/pK6/P4b2/6nk/8/8,-1
1877,rn2k3/1ppqb1p1/5r2/Q2b1P2/1P1pNp1p/B2P4/P1RKPP1P/5B1R,1
1878,8/1K6/8/8/7P/3N2k1/6B1/8,-1
1879,6r1/Qrpk1pPp/1p1p1P2/8/PRP3bP/2N5/n1PK2P1/5B1R,1
1880,2n5/8/7k/5p2/8/1K6/3R4/8,1
1881,kb6/P7/8/B5N1/5p2/r2b4/Q7/3r2K1,1
1882,8/5B2/2p4b/8/7p/1K2kp1P/8/3n3r,1
1883,1r1qk1n1/2pppp1r/p6b/4P1Pp/Pnp4P/N1PPB1P1/1P6/R3K2R,-1
1884,1rbqk1nr/pp1p4/2pb1pp1/1N2P2p/2P4P/Pn2BP2/1P2P1P1/R2QKBNR,1
1885,8/p2k4/1p6/2BN4/6K1/8/PPP2P2/8,-1
1886,8/5k2/6n1/K7/3b2P1/8/8/4R3,-1
1887,8/8/1P2k3/6Q1/8/7K/n4b2/8,-1
1888,1rb1r1kN/8/1q1b1p2/1pppn3/1PNPP1pR/2P5/5KB1/RQn5,-1
1889,4k3/8/5P1p/8/1B6/q7/p2b3K/b7,-1
1890,5k2/8/6r1/1Kp5/1n6/8/8/8,1
1891,r1bqkb1r/pppp1ppp/n3p3/7n/6P1/N2P1P2/PPPKP2P/R1BQ1BNR,-1
1892,5N2/8/2k4p/n6P/P2B2P1/7N/8/R5bK,-1
1893,r2qkbnr/p1p2p1p/b2p2p1/1NP1P3/1P1n2PP/8/P2PP3/RQB1KBNR,-1
1894,1R6/3k4/1P4R1/5pP1/5p2/5K1p/8/r7,-1
1895,8/7r/3k4/6p1/p3R3/P2b1P2/2B1r3/6K1,1
1896,3n1b2/4p2r/b1PBk1p1/1p3pP1/2P1NP1P/8/R3K1p1/1r3RN1,-1
1897,r2k1b1r/pppb2pp/n7/1q1ppp1P/2N2B2/2QP1P1B/PPP1P2P/R4KNR,-1
1898,rn2k1q1/2p1p2n/p1P4b/1p3PP1/1N6/B2P1B1N/P7/Q3RK2,-1
1899,5k2/1n1r4/b1P1R3/rP3pPp/5p2/8/3R4/5KN1,-1
1900,3N1k2/6r1/p4r2/8/4P1pp/bp1RK3/6pP/B5Q1,1
1901,8/8/8/p1r3k1/8/8/8/4K3,1
1902,1nb1krn1/r2p1pp1/Bp1Bp3/6Np/2PpP1P1/NP6/2Q2P1P/R3K1R1,-1
1903,5k2/8/1P3P1p/8/1q5K/8/p2b4/b7,-1
1904,rn2k2r/1ppb1p2/7p/p7/P3pK2/8/1PP5/6R1,-1
1905,8/8/3rk1P1/2R2p2/5p2/5K1p/8/8,-1
1906,8/8/8/8/3k4/8/1R3K2/8,-1
1907,1K2k2N/1B6/8/8/8/7p/7P/8,-1
1908,r1q1kb2/P3p1nr/BN4p1/2R1p3/1nbp2pP/B2P1PN1/Q1P3R1/4K3,1
1909,7k/3P1p2/2b2P2/4p1p1/p3p2P/P5r1/8/K6R,1
1910,7k/8/8/2p3K1/5n2/7r/8/1n6,1
1911,r3kbq1/P3p1nr/BN4p1/2R1p3/1n1p2pP/B1Pb1PN1/3Q2R1/4K3,1
1912,8/8/1K6/8/P7/b7/8/4k3,-1
1913,8/8/8/4B3/4n3/p5R1/8/4k1K1,-1
1914,2R1nb1q/1n2k3/B2rp1p1/4p3/1QNpb3/2P1Bp2/4N3/R3K1Rr,1
1915,1nbqkb1r/rpppp1p1/5n1p/p4P2/5P2/5N1B/PPPPP2P/RNBQK2R,1
1916,r2qkbb1/P3p1n1/B1n3p1/2Rpp2r/6pP/B1QP1P2/2P2R2/1N2K1N1,1
1917,8/8/5kn1/8/8/5p2/8/K7,1
1918,8/7P/7k/8/2p5/4K3/8/8,-1
1919,8/1K6/8/8/7P/3N4/6k1/8,-1
1920,2R5/2r5/6B1/4k3/5p2/5K2/7p/8,-1
1921,1n2kr2/1pp3p1/r6p/p3P3/Pb5N/BP2P2b/2PQ3P/1R2KnR1,1
1922,r1bqk2r/8/p1Np1pp1/1p2Pn1p/Q1P4P/P4P2/nP2PBP1/1R2KBNR,1
1923,r3k1nr/ppp1bppp/4P3/4Q3/8/8/PPPP1PPP/RNB1K1NR,-1
1924,r1bqk2r/1p1p4/p1N2ppn/4P2p/1bP4P/P4P2/nP1QPBP1/R3KBNR,1
1925,b1k5/8/5b2/4K3/8/6r1/8/8,1
1926,1k6/8/8/3N4/8/5p2/1r3B2/5K2,1
1927,8/8/8/p3kr2/8/8/8/1K6,1
1928,8/8/8/1k6/8/8/2n1nK2/8,1
1929,8/8/7r/p2k4/8/2K5/8/8,1
1930,8/8/6k1/8/4Q3/2p2K2/8/8,-1
1931,7R/2k5/8/8/8/8/8/3K4,-1
1932,5N2/b7/1k5p/n3B2P/P5P1/8/5N2/R6K,-1
1933,1Bk5/1r6/8/8/8/5p2/3K4/4N3,1
1934,1nbqkbnr/1pppp1p1/8/1p3p1p/8/2PP4/rBQ1PPPP/R3KBNR,1
1935,8/1k6/6K1/8/8/8/2N5/8,1
1936,4K3/8/8/8/8/3k4/8/2b5,-1
1937,3q1k1r/2p5/bpnp1ppb/8/5pPp/R2PP2N/1K5P/1Q3B1n,1
1938,8/3k4/8/7B/1p4n1/8/3K1R2/5r2,-1
1939,2b1kb2/rn2p1r1/1pP3p1/5pPp/3K1P2/2N5/P1P1BR1P/RrB1Q1N1,-1
1940,r2qkbnr/pB1b1ppp/4p3/3p4/8/2N2N2/PPPP1PPP/R1BQK2R,1
1941,2N5/7k/8/2K5/8/7p/7P/5B2,-1
1942,r7/n7/7k/2p5/8/1p6/8/5K2,1
1943,b1k5/8/7K/8/8/8/8/2r5,1
1944,1r2k2q/2p4n/2P1p1Pb/ppn2P2/1N3NB1/B2P4/P7/Q1R2K2,-1
1945,8/2K5/8/p1k5/P7/8/1b6/8,-1
1946,3bn1B1/1k6/R2B4/8/8/1K4Pp/3R3P/8,-1
1947,8/N7/8/7P/8/7k/4K3/8,-1
1948,R1N5/4Pk2/5B2/2bP1K2/pnp5/P7/8/8,-1
1949,rn2k3/1pp2p2/7p/p7/2P1pK2/1b6/1P6/6r1,-1
1950,rnbqkb2/pppp1pp1/7r/3np2p/1PP5/1Q1P3N/PB2PPPP/RN2KB1R,1
1951,rnbqkb2/ppp1p1B1/2r5/2Pp1p1p/1P4n1/5P2/P2PP1PP/RN1QKBNR,-1
1952,rn2k2r/ppp2ppp/5n1B/3bp3/P7/8/1PP4K/6R1,-1
1953,1k6/3b4/1K5p/7n/8/p7/8/8,-1
1954,1rq2b2/5kpr/1n2p2n/p1Qpp2p/1p1Pb1PP/PR6/1B1N1P2/2NRKB2,1
1955,rnbqk2r/pp1pnpp1/4p3/2p4p/PbP1PP1P/1P6/3P2P1/RNBQKBNR,-1
1956,rn2kBb1/1p4p1/2p4p/p3P3/P6N/1PQ1P1R1/2P4P/1R2Kn2,1
1957,4k3/1K6/8/p5b1/P7/8/8/8,-1
1958,8/5p2/4kP2/6p1/4p3/p3pb2/K7/8,1
1959,1r4r1/pQpk1pPp/1p1p1P2/8/PRP3bP/2N5/n1PK2P1/5B1R,1
1960,8/K4k2/8/p3b3/PR6/8/8/8,-1
1961,7k/8/8/2p5/3n1K2/8/1p6/4r3,1
1962,Q1n1r1k1/8/1B1p1b2/8/2p2N1p/7p/6PP/1R1K1BR1,-1
1963,2k2K2/1b6/8/6r1/7b/8/8/8,1
1964,8/5n2/8/8/5p2/2K5/7k/8,1
1965,1q1r4/3nb1p1/4pk1r/1B1p3p/p2p2PP/P3n2K/N3RP2/N1B1Q2R,1
1966,R7/4Pk2/8/3P4/pnpb2K1/P7/8/8,-1
1967,8/8/5n2/8/K7/3k1p2/8/8,1
1968,7b/r1P5/3p3P/pp1p1P2/1P6/4qk1N/P1K3p1/7n,-1
1969,7k/B7/2P1P1P1/6Q1/p1pP2n1/P5K1/4r3/1Rb5,-1
1970,8/n4r2/6kN/1pp5/8/7K/8/8,1
1971,5k2/5rb1/p1RpBR2/3r2pp/N3P3/Pp6/1B3KpP/6Q1,1
1972,r1bqk1nr/pppp4/5ppp/n1b1p3/2PP3P/5P2/PP1BP1P1/RN1QKBNR,1
1973,3N1k2/4b1r1/pr6/8/4P1pp/1R2K3/6pP/B5Q1,1
